,feature_name,marker_definition,parent_population,betas,p_1
376,P2:24717,25-73-DR+PD1-RO+,DPT,-0.0,0.446259
377,P2:21901,25-39+DR+PD1+RO-,DPT,0.0,0.457178
378,P1:21050,95+RA-,DPT,-0.0,0.248156
379,P1:12929,95+127+RA+,CD8,-0.0,0.0446255
380,P2:78,25-38-39-73+127+DR-PD1-RO+,CD4,0.0,0.606109
381,MFI:108,HLA-DR Ax680,Lin-DR+/14-/mDC/1c+/CD64,-0.0,0.268711
382,P2:433,25-38+39-73-127+DR+PD1+RO-,CD4,0.0,0.192072
383,P3:8174,PD1+R4+R6-XR3-XR5+,CD8/Naive,-0.0,0.0129534
384,P7 Mono:3393,11c-16+32+64-,Monocytes,-0.0,0.474241
385,P5 gd:1262,28-R5+,Vg9+/Vd2Hi,0.0,0.681807
386,P3:8035,161+R4-R10+XR3+,CD8/Naive,-0.0,0.993547
387,P5 gd:1289,28-RA+R5+,Vg9+/Vd2Hi,0.0,0.590086
388,P2:9993,38-DR+PD1-,CD8,0.0,0.187736
389,P1:5478,27-31+57+95+127-244-RA+,CD4,0.0,0.62632
390,MFI:465,CD56 BV570,Lymphs/nonT/NK/16+56/335,0.0,0.036283
391,P1:22462,31-57+95+244-,DPT,0.0,0.871321
392,P1:6633,31+95+127+RA+,CD4,-0.0,0.479111
393,P1:20991,27+28+31-57+RA-,DPT,0.0,0.975287
394,P2:560,25+38+39-73+127+DR+PD1+RO+,DPT,-0.0,0.165616
395,P7 Mono:5139,11c+16+123+141+274-DR+,Monocytes,-0.0,0.0555232
396,P2:987,25+38+39-73-127-DR+PD1-RO-,CD4,-0.0,0.10879
397,P1:25839,27-31+95-244+RA+,DPT,-0.0,0.720772
398,P7 Mono:6207,11c-16-32+64-274+DR+,Monocytes,-0.0,0.478351
399,P1:9164,57+95+244+RA-,CD8,0.0,0.761331
400,P3:8626,161+R4+R6-XR3+XR5+,CD8/Naive,-0.0,0.434729
401,P1:6821,27+57-95+127-244+RA+,CD4,-0.0,0.923307
402,P2:25011,38+39+73+DR-RO+,DPT,0.0,0.0101147
403,P2:6553,25+39+DR+RO+,CD4,0.0,0.641686
404,P5 gd:427,8+28+RA-R5-,CD3 T/VD1,-0.0,0.929945
405,P7 Mono:5728,11c+16-32+64+123-141+DR+,Monocytes,0.0,0.419266
406,P3:3468,161-PD1+R6+R10+XR3-,CD4/Naive,-0.0,0.0255085
407,P1:5901,27+28-95+127+244-RA+,CD4,-0.0,0.00507732
408,P1:5022,27-31+57+95+244+,CD4,0.0,0.456812
409,P5 gd:642,28+RA+R5+,CD3 T/VD1,0.0,0.204285
410,P3:3694,PD1+R4+R10+,CD4/Naive,0.0,0.387171
411,P2:9765,38+39+PD1-,CD8,-0.0,0.0811657
412,P2:1739,39+127-DR-RO-,CD4,-0.0,0.519382
413,P1:20578,28-31+95+127+244-RA-,DPT,0.0,0.615437
414,P1:4505,27+28+95+127+,CD4,-0.0,0.900637
415,P7 Mono:593,11c+16+274-DR-,Monocytes,0.0,0.475861
416,P1:20829,27+28+31-57+95+127-RA-,DPT,-0.0,0.483575
417,P5 CD8:23,27+28+RA-R5+R7+,CD8,0.0,0.774308
418,P2:12510,25+38+39+73-127-RO+,CD8,-0.0,0.0281754
419,P1:23685,27-57+95+127-244+,DPT,0.0,0.100266
420,P5 gd:651,27+28-RA-R5-R7+,CD3 T/VD1,0.0,0.293503
421,P3:928,161-PD1+R10+XR5-,CD4/Memory,0.0,0.358241
422,P4:3485,314+334+,16+56,0.0,0.764472
423,P7 Mono:581,11c+32-274-DR-,Monocytes,-0.0,0.649482
424,P4:2369,CD2+314+337+158b+R7+,16+56-,-0.0,0.165701
425,P2:8371,38+39+RO-,CD8,-0.0,0.0440763
426,P1:24114,27-28-57-95+127+244+,DPT,-0.0,0.832931
427,P1:12552,27+57+95-RA+,CD8,-0.0,0.707032
428,P3:3890,161+R4-R6-R10+XR3+,CD4/Naive,0.0,0.0837927
429,P1:6635,27-28+31+95+127+RA+,CD4,-0.0,0.239382
430,P7 Mono:6210,11c-32+64-274+DR+,Monocytes,-0.0,0.263664
431,P1:26238,28+57+95+127+244+RA+,DPT,0.0,0.918344
432,P2:11269,25+38+73-127+PD1+,CD8,-0.0,0.54
433,P2:7088,25+39+127+PD1+RO+,CD4,-0.0,0.781167
434,P1:49,27+28+31+57-95+127+244+RA+,DPT,0.0,0.860258
435,P5 NKT:100,28+,4-8-,0.0,0.510854
436,P2:26078,38+39+127-DR+PD1+RO+,DPT,-0.0,0.252097
437,P1:10312,27+31-95+127-,CD8,-0.0,0.505386
438,P2:20650,25-38-39+127-DR-RO-,DPT,0.0,0.78844
439,P3:7126,161-PD1-R6+R10+XR5-,CD8/Naive,0.0,0.593285
440,P1:20649,27+28+95-127-RA-,DPT,-0.0,0.425255
441,P4:3486,CD2+314+334+,16+56,0.0,0.315395
442,P2:735,25+38-39-73+127-DR-PD1+RO+,CD8,0.0,0.536633
443,P2:2915,25+39+127-DR+PD1+RO-,CD4,-0.0,0.261586
444,P2:24245,25+38+73+127-DR-PD1-RO+,DPT,0.0,0.240105
445,P3:5673,161+PD1+R4+,CD8/Memory,0.0,0.129034
446,P2:22662,25-38+73-127+DR+PD1-,DPT,-0.0,0.0173244
447,P1:25620,27-31+95-127-244+RA+,DPT,-0.0,0.54477
448,P2:13466,25+39+127-DR+PD1+RO+,CD8,-0.0,0.149906
449,P3:6378,PD1+R4-R6+XR5+,CD8/Memory,0.0,0.991933
450,P5 gd:1904,8+27+28-RA-R5+,Vg9+/Vd2Low,0.0,0.353746
451,P5 gd:417,RA-R5-,CD3 T/VD1,0.0,0.194458
452,P1:24206,28-31-95-127-244-RA+,DPT,0.0,0.78219
453,P2:25616,25+38+127-DR-PD1+RO+,DPT,-0.0,0.339059
454,P2:26176,25+39+73+DR+PD1+RO+,DPT,-0.0,0.295524
455,P1:24185,27+28+31+57+95+127+244+,DPT,-0.0,0.115121
456,P2:25969,38+73-127+PD1+RO+,DPT,-0.0,0.24284
457,P5 CD8:74,RA+R7-,CD8,-0.0,0.525238
458,P5 gd:72,8-27-28-RA-R5+R7+,Vg9+/Vd2Hi,0.0,0.93289
459,P4:3475,CD2-314+,16+56,-0.0,0.387444
460,P1:22316,27+28-31+57+95-244-,DPT,-0.0,0.259276
461,P5 gd:32,8-27-28+RA+R5-R7+,Vg9+/Vd2Hi,-0.0,0.0175555
462,P1:13374,31-95+244+RA+,CD8,0.0,0.588161
463,P4:4483,CD2+314+334+158a+158b+R7+,16+56,0.0,0.694741
464,P2:20920,25-38-39+73+127-RO-,DPT,0.0,0.0330658
465,P3:994,161+PD1+R4-R10-XR3+XR5-,CD4/Memory,0.0,0.285215
466,P1:9517,27+28-31+127-244-,CD8,-0.0,0.106099
467,P2:25826,25+38+39-127-PD1+RO+,DPT,0.0,0.502345
468,P3:6672,161-R4-R6+R10+XR3+XR5+,CD8/Memory,0.0,0.355202
469,P2:6310,25+39+RO+,CD4,-0.0,0.578313
470,P5 gd:1980,8+28-RA-R5-R7+,Vg9+/Vd2Low,-0.0,0.264187
471,P2:3639,25-38+73+127-DR+PD1-,CD4,0.0,0.850614
472,P5 CD8:104,27-28+RA-R5-,CD8,-0.0,0.0686127
473,P2:817,25+38+39+73+127-DR-PD1-RO-,CD8,-0.0,0.680201
474,P1:433,27+28+31-57+95+127-244+RA+,DPT,-0.0,0.978019
475,P4:999,314-334+337-158a+158b+R7-,16+56-,-0.0,0.154129
476,P2:4231,73-127+,CD4,-0.0,0.39385
477,P1:21603,31-57+95-244+RA-,DPT,0.0,0.418274
478,P6 earlyB:60,24+27+5-D-,IgA-IgG-,-0.0,0.0790894
479,P6 earlyB:6,24-27-5-38+D+,IgA-IgG-,0.0,0.795532
480,P1:26072,28-31+95-127+244+RA+,DPT,-0.0,0.823213
481,P1:24300,31+127-244-RA+,DPT,0.0,0.924297
482,P7 Mono:856,11c+16+32+64+141+274-DR-,Monocytes,-0.0,0.675562
483,P1:11535,95+127+244+,CD8,-0.0,0.828165
484,P3:3463,PD1-R6+R10+XR3-,CD4/Naive,0.0,0.950938
485,P3:3856,PD1+R4+XR3+,CD4/Naive,0.0,0.474871
486,P1:505,27-28-31+57-95-127-244-RA-,DPT,-0.0,0.150025
487,P6:17,20+24+27+38-,CD10-/CD95+/IgA-IgG-/IgM+,-0.0,0.596232
488,P6:69,24+27-38-,CD10-/CD95+/IgA-IgG-/IgAGDM-,0.0,0.461915
489,P7 Mono:5611,11c+16-123+DR+,Monocytes,-0.0,0.0761619
490,P2:7079,25+127+PD1+RO+,CD4,0.0,0.719647
491,P2:838,25+38-39+73-127-DR-PD1-RO-,CD4,-0.0,0.479733
492,P3:1735,161+PD1+R6+R10-XR3+,CD4/Memory,0.0,0.52117
493,P2:25252,25+39+73+RO+,DPT,-0.0,0.163981
494,P1:514,27-28+31-57-95-127-244+RA-,DPT,0.0,0.880824
495,P2:13240,25+39-73+127-PD1+RO+,CD8,0.0,0.907813
496,P2:23079,25-38-39-,DPT,0.0,0.00728474
497,P2:6304,25+38+RO+,CD4,-0.0,0.927089
498,P1:2932,27+28+57+95-127+244+RA-,CD4,-0.0,0.619171
499,P6:283,27-,B cells/CD10-/CD95+/IgG+,0.0,0.389326
500,P7 Mono:228,11c-16-32-64-123-141+274+DR+,Monocytes,-0.0,0.968368
501,P3:866,PD1+R4-R6+XR5-,CD4/Memory,0.0,0.86537
502,P2:8440,127+RO-,CD8,0.0,0.156107
503,P1:23936,27+28-31+57+95+244+,DPT,0.0,0.628904
504,P1:26222,27+31+95+127+244+RA+,DPT,-0.0,0.99696
505,P5 gd:1827,8-RA-,Vg9+/Vd2Low,-0.0,0.311523
506,P7 Mono:4167,11c-16+64+274+,Monocytes,0.0,0.954979
507,P3:2502,R4+R6+XR3+XR5+,CD4/Memory,0.0,0.400868
508,P1:250,27-28+31-57+95+127+244+RA-,DPT,-0.0,0.713863
509,P1:23931,27-28+57+95+244+,DPT,-0.0,0.906612
510,P5 gd:185,8+27+28-RA-R5-R7+,CD3 T/VD1,0.0,0.596412
511,P2:991,25+38-39+73-127-DR+PD1-RO-,CD4,-0.0,0.0425911
512,P2:25111,25+38+73-127-RO+,DPT,-0.0,0.235333
513,P7:262,32+,14-/PDC,-0.0,0.422494
514,P5 gd:36,8+27-28-RA+R5-R7-,Vg9+/Vd2Low,0.0,0.369602
515,P1:5720,31+57+95+244-RA+,CD4,-0.0,0.597773
516,P5 gd:1418,8+R7+,Vg9+/Vd2Hi,-0.0,0.878024
517,P3:6301,161+PD1-R6+R10-XR5+,CD8/Memory,0.0,0.402253
518,P3:2903,161-XR5-,CD4/Naive,-0.0,0.214327
519,P7 Mono:696,11c-64+123+274-DR-,Monocytes,-0.0,0.159709
520,P2:25719,25+38-39+73+DR-PD1+RO+,DPT,0.0,0.817289
521,P1:8270,27+31-95-RA-,CD8,0.0,0.16254
522,P2:24197,25-38+73-127-DR-PD1-RO+,DPT,-0.0,0.106304
523,P2:7222,25+38-DR+PD1+RO+,CD4,0.0,0.0608501
524,P7 Mono:6173,11c+16-64+123-274+DR+,Monocytes,-0.0,0.226934
525,P5 gd:2025,28-RA+R5-R7+,Vg9+/Vd2Low,-0.0,0.532104
526,P1:22433,27+28-31-95+244-,DPT,-0.0,0.0168702
527,P1:22047,27-31+95-127-244-,DPT,-0.0,0.984213
528,P5 gd:1954,28-RA+R5+,Vg9+/Vd2Low,0.0,0.0418568
529,P2:25617,25-38-39+127-DR-PD1+RO+,DPT,-0.0,0.655289
530,P1:4028,27+28+31+95+127-,CD4,-0.0,0.6719
531,P5 gd:63,8-27-28-RA+R5+R7+,Vg9+/Vd2Hi,0.0,0.223859
532,P5 NKT:88,RA-,4-8-,0.0,0.572809
533,P7 Mono:600,11c-16+32+274-DR-,Monocytes,-0.0,0.388038
534,P1:9611,27-28+31-57+95+127-244-,CD8,-0.0,0.048429
535,P1:3072,27+28-57+95+127+244+RA-,CD4,0.0,0.81757
536,P3:67,161-PD1-R4-R6-R10-XR3-XR5+,CD8/Memory,0.0,0.983511
537,P2:2811,38-39+73-127+PD1+RO-,CD4,-0.0,0.114948
538,P2:6391,25+39+127+RO+,CD4,-0.0,0.535493
539,P1:6541,27+28-127+RA+,CD4,-0.0,0.509056
540,P2:12771,25+38+127-DR+RO+,CD8,-0.0,0.126472
541,P7 Mono:6479,11c-16-64+141+274+DR+,Monocytes,0.0,0.403404
542,P5 gd:38,8-27+28+RA+R5-R7+,Vg9+/Vd2Hi,0.0,0.506657
543,P1:6459,28-95-127+RA+,CD4,0.0,0.835204
544,P4:3566,314+334+158a+,16+56,-0.0,0.21173
545,P1:677,27-28+31+57+95+127-244-RA-,CD4,-0.0,0.369614
546,P2:24422,38+39+73-127-PD1-RO+,DPT,-0.0,0.0717843
547,P2:9120,25+39+73-127+PD1+RO-,CD8,-0.0,0.508945
548,P1:9109,27-57-95+244+RA-,CD8,0.0,0.567768
549,P2:8504,25+39+73-127-DR+RO-,CD8,-0.0,0.390531
550,P5 gd:779,RA+R7+,CD3 T/VD1,0.0,0.25748
551,P5 gd:562,8+28+RA+,CD3 T/VD1,0.0,0.963224
552,P1:20587,27-31-57+95+127+244-RA-,DPT,0.0,0.490942
553,P1:6580,27+31+57+127+RA+,CD4,-0.0,0.0717788
554,P1:21588,28+95-244+RA-,DPT,0.0,0.212634
555,P4:3245,314-334-337+158b-,16+56,-0.0,0.0966284
556,P1:4510,31+95+127+,CD4,0.0,0.802176
557,P3:3712,PD1+R6+R10+,CD4/Naive,-0.0,0.850498
558,P2:25218,38+RO+,DPT,-0.0,0.305824
559,P1:7038,27-28-31-57-95+244+RA+,CD4,-0.0,0.971595
560,P2:24302,25-38+39+DR-PD1-RO+,DPT,0.0,0.712545
561,P3:407,161-PD1+R4+R6-R10+XR3+XR5+,CD4/Memory,0.0,0.841594
562,P2:23310,25-38+73-DR+,DPT,-0.0,0.00406747
563,P2:6846,38+127+DR-PD1+RO+,CD4,-0.0,0.412413
564,P2:25248,38-39+73+RO+,DPT,-0.0008921061666581483,0.0162088
565,P1:8045,27+31+95-127-RA-,CD8,0.0,0.988253
566,P5 gd:1311,8+27+28+RA+R5+,Vg9+/Vd2Hi,-0.0,0.336385
567,P7 Mono:1633,11c-16-64+123+141+DR-,Monocytes,-0.0,0.2857
568,P1:26091,27-28+57+95-127+244+RA+,DPT,0.0,0.0562599
569,P1:10745,27-28+31-57+127+,CD8,0.0,0.11672
570,P1:22711,28-57+95+127+244-,DPT,0.0,0.542484
571,P1:11684,28+127-244-RA+,CD8,-0.0,0.601875
572,P3:4298,XR5+,CD4/Naive,0.0,0.239536
573,P1:21539,27+28+57+95+127-244+RA-,DPT,0.0,0.85668
574,P1:21313,27-28+31-57+95+127+RA-,DPT,-0.0,0.819376
575,P1:11160,28+57+95-244+,CD8,0.0,0.307626
576,P3:2476,161+R4+XR3+XR5+,CD4/Memory,0.0,0.571108
577,P1:9856,27+28+31-57+95+244-,CD8,-0.0,0.176034
578,P1:9429,95-127-244-,CD8,0.0,0.934099
579,P2:25185,38-73-RO+,DPT,-0.0,0.648083
580,P2:26145,38-39+DR+PD1+RO+,DPT,-0.0,0.0217089
581,P1:815,27-28-31-57-95-127+244-RA-,CD8,-0.0,0.837099
582,P1:8750,28+31-95-127-244+RA-,CD8,-0.0,0.73426
583,P3:7555,161+PD1-R10+XR3-,CD8/Naive,-0.0,0.316168
584,P2:10008,38+39+DR+PD1-,CD8,-0.0,0.244592
585,P7:224,32+,14-/mDC/1c+,0.0,0.401759
586,P7 Mono:800,11c-16+32+64-141+274-DR-,Monocytes,-0.0,0.646528
587,P7 Mono:4404,11c-16-64+141+274+,Monocytes,0.0,0.550753
588,P1:24900,31+95-127-RA+,DPT,0.0,0.857471
589,P1:25868,27+31+57+95-244+RA+,DPT,0.0,0.719035
590,P3:4469,161+R4-R6+R10-XR3+XR5+,CD4/Naive,0.0,0.0215961
591,P2:4460,25+38+39+73+DR+,CD4,0.0,0.435986
592,P5 gd:389,27+28-RA+R5+R7-,CD3 T/VD1,-0.0,0.588805
593,P7 Mono:6291,11c-32+64-123+274+DR+,Monocytes,-0.0,0.361485
594,P5 NKT:106,RA+,4-8-,-0.0,0.574978
595,P2:2856,38-73+127+PD1+RO-,CD4,-0.0,0.449009
596,P2:9955,25+38+39+73+127-DR+PD1-,CD8,0.0,0.619444
597,P4:729,314+334+R7-,16+56-,0.0,0.436258
598,P2:24118,73-127+DR+PD1+,DPT,-0.0,0.121036
599,P1:21784,27+31+57+95+244+RA-,DPT,0.0,0.482428
600,P7 Mono:2265,16-32+64-123+141+274+DR-,Monocytes,-0.0,0.108704
601,P2:734,25+38-39-73+127-DR+PD1+RO+,CD8,0.0,0.313885
602,P5 gd:1441,27-RA+R7+,Vg9+/Vd2Hi,-0.0,0.440798
603,P4:6085,CD2+334+158a+158b-R7+,56+16-,0.0,0.879316
604,P2:22916,25+38+39+73-127+DR-,DPT,-0.0,0.779044
605,P1:3556,57+95+244-,CD4,0.0,0.489405
606,P7 Mono:5111,11c-64-123+141+274-DR+,Monocytes,-0.0,0.585227
607,P1:24992,27-28+31-57+127-RA+,DPT,-0.0,0.424938
608,P1:364,27-28-31-57+95-127-244+RA+,CD8,-0.0,0.434721
609,P1:368,27-28+31-57+95+127+244-RA+,DPT,0.0,0.889401
610,P7 Mono:4199,11c+16-32+64-123+274+,Monocytes,-0.0,0.287145
611,P1:20231,27+28+31+57+95-244-RA-,DPT,0.0,0.0326589
612,P4:797,CD2-158a+R7-,16+56-,-0.0,0.0528822
613,P5 gd:1930,27+28-R5+,Vg9+/Vd2Low,0.0,0.860054
614,P2:24485,38+39-73-PD1-RO+,DPT,-0.0,0.0194328
615,P1:20901,27+28+31+95-RA-,DPT,0.0,0.591195
616,P1:12966,27+31+57+95+127+RA+,CD8,-0.0,0.931058
617,P1:11676,27+28+31-127-244-RA+,CD8,-0.0,0.845555
618,P5 gd:991,8+RA+R7-,Vg9+/Vd2Hi,-0.0,0.780618
619,P2:192,25-38-39+73-127+DR-PD1-RO+,CD8,-0.0,0.606093
620,P7 Mono:975,11c+16+32+123-141-DR-,Monocytes,0.0,0.254029
621,P2:920,25+38+39+73+127+DR-PD1-RO-,CD4,-0.0,0.894675
622,P2:373,25-38+39+73-127-DR-PD1-RO+,CD8,-0.0,0.0315747
623,P7 Mono:6285,11c-16+64-123+274+DR+,Monocytes,0.0,0.444181
624,P2:988,25+38-39+73+127-DR+PD1+RO-,CD4,-0.0,0.0566643
625,P3:6020,R4+R6+R10+XR3+,CD8/Memory,0.0,0.0391268
626,P1:22796,27+57+95-127-,DPT,0.0,0.833249
627,P1:6113,27-28+57-95+127-RA+,CD4,-0.0,0.435943
628,P1:25647,27+28-31-57-127-244+RA+,DPT,0.0,0.392557
629,P1:25622,27+31+95-127-244+RA+,DPT,0.0,0.588258
630,P3:935,R4+R10+XR5-,CD4/Memory,0.0,0.751734
631,P3:8497,R10+XR5+,CD8/Naive,-0.0,0.428406
632,P1:9240,31+57+95-127+244+RA-,CD8,-0.0,0.87247
633,P1:5866,31+57+127+244-RA+,CD4,0.0,0.849442
634,P5 CD8:97,28+RA+R5+R7-,CD8,-0.0,0.912786
635,P5 CD8:90,27-28+R5+R7-,CD8,-0.0,0.645789
636,P1:10067,27-31-95+127+244-,CD8,-0.0,0.459642
637,P1:5243,27+28+31+95+127+244+,CD4,-0.0,0.741436
638,P5 CD8:8,27-28+RA+R5-R7+,CD8,-0.0,0.20545
639,P6:131,20-27-38-,CD10-/CD95+/IgA-IgG-/IgM+,-0.0,0.691587
640,P1:5983,27+28-31+95-127-RA+,CD4,-0.0,0.180808
641,P3:4598,R10+XR3+XR5+,CD4/Naive,0.0,0.777827
642,P7 Mono:61,11c+16+32-64+123-141+274-DR+,Monocytes,-0.0,0.444842
643,P2:24072,25-39+DR+PD1+,DPT,-0.0,0.0264576
644,P1:11907,27-244-RA+,CD8,-0.0,0.489521
645,P3:6654,PD1-R10+XR3+XR5+,CD8/Memory,-0.0,0.474714
646,P3:5939,R4+R6+XR3+,CD8/Memory,0.0,0.264208
647,P1:22633,57+127+244-,DPT,-0.0,0.140028
648,P4:2333,CD2+314+334-158b+R7+,16+56-,-0.0,0.264066
649,P1:729,27+28-31+57-95-127+244-RA-,CD4,0.0,0.842659
650,P4:6323,CD2+314+334+158a+R7+,56+16-,0.0,0.2008
651,P2:26098,38+39+73+127-DR+PD1+RO+,DPT,0.0,0.280116
652,P5 gd:803,8+RA-R5+R7+,CD3 T/VD1,-0.0,0.776231
653,P2:7073,25+38+39-127+PD1+RO+,CD4,0.0,0.595678
654,P2:25861,38+73+127-PD1+RO+,DPT,0.0,0.0649702
655,P2:12605,RO+,CD8,-0.0,0.246046
656,P6 earlyB:197,27+5+38-D+,IgA-IgG-,-0.0,0.295163
657,P1:4428,27-31+127+,CD4,0.0,0.730576
658,P3:8207,R4-R6+XR3-XR5+,CD8/Naive,-0.0,0.611264
659,P1:4979,27+31-95+244+,CD4,0.0,0.813473
660,P4:983,314+334+337+158b+R7-,16+56-,-0.0,0.866828
661,P3:369,161-PD1-R4+R6+R10+XR3+XR5-,CD4/Naive,0.0,0.230214
662,P3:5525,R6+R10+XR3-,CD8/Memory,-0.0,0.197118
663,P2:9234,25+73+127-DR+PD1+RO-,CD8,-0.0,0.15579
664,P1:3023,28+31-57-95+127+244+RA-,CD4,-0.0,0.928481
665,P2:21090,25+38+39+73+127+RO-,DPT,-0.0,0.343565
666,P3:3449,161+R4+R10+XR3-,CD4/Naive,-0.0,0.831975
667,P1:21512,95+127-244+RA-,DPT,0.0,0.30856
668,P1:26140,27+127+244+RA+,DPT,-0.0,0.914952
669,P7 Mono:4486,16-64+123+141+274+,Monocytes,-0.0,0.246185
670,P3:3929,161+PD1+R10+XR3+,CD4/Naive,0.0,0.719228
671,P2:25290,38+39-127+RO+,DPT,-0.0,0.107347
672,P1:7298,27+95+127+244+RA+,CD4,-0.0,0.857255
673,P7 Mono:2127,11c-32-123-141+274+DR-,Monocytes,0.0,0.490178
674,P2:22371,25-39+PD1-,DPT,-0.0,0.209693
675,P3:6209,PD1-R4+R10+XR3-XR5+,CD8/Memory,-0.0,0.966696
676,P1:898,27+28-31+57-95+127-244-RA+,CD4,-0.0,0.104353
677,P2:9906,39-127-DR+PD1-,CD8,0.0,0.329777
678,P2:939,25+38-39-73+127-DR+PD1-RO+,CD4,0.0,0.213787
679,P1:20926,27-28+31+57+95-RA-,DPT,0.0,0.381964
680,P2:21775,25+73+127+PD1+RO-,DPT,-0.0,0.516977
681,P3:4129,161+R4+R6-R10+XR3-XR5+,CD4/Naive,-0.0,0.707009
682,P1:21128,28-95-127+RA-,DPT,0.0,0.923583
683,P2:25840,39+127-PD1+RO+,DPT,-0.0,0.186448
684,P1:23537,27+28+31+57+95-127-244+,DPT,-0.0,0.499407
685,P2:20603,25+39+73+127+DR+PD1-RO-,DPT,0.0,0.167237
686,P2:4747,38+127+DR-PD1+,CD4,-0.0,0.358131
687,P1:702,27+28-31+57+95+127+244-RA+,CD8,-0.0,0.0402509
688,P3:6543,PD1+R4+R6+R10-XR3+XR5+,CD8/Memory,0.0,0.423214
689,P4:4499,CD2-334+337+158a+158b+R7+,16+56,0.0,0.853347
690,P3:8490,161-PD1+R4-R10+XR5+,CD8/Naive,0.0,0.246596
691,P4:5878,CD2+314+334-337+158a+158b+,56+16-,0.0,0.40361
692,P7 Mono:6332,11c+16+32-64+123+274+DR+,Monocytes,-0.0,0.00194437
693,P7:254,274-,14-/PDC,0.0,0.503445
694,P2:9756,38+PD1-,CD8,0.0,0.403089
695,P2:24267,38+73-DR-PD1-RO+,DPT,-0.0,0.017618
696,P6 earlyB:74,5+D-,IgA-IgG-,-0.0,0.0517599
697,P2:20901,25+38+39+127-RO-,DPT,-0.0,0.400659
698,P2:25512,73-127+DR+RO+,DPT,-0.0,0.0387702
699,P1:23672,27+28+31+95+127-244+,DPT,-0.0,0.416752
700,P5 gd:1521,8+28+RA+R5+R7+,Vg9+/Vd2Hi,-0.0,0.0918691
701,P1:344,27+28+31-57-95+127-244-RA+,DPT,-0.0,0.429615
702,P1:314,27+28-31-57-95+127-244-RA+,DPT,0.0,0.672679
703,P1:354,27-28-31-57-95-127-244+RA+,CD8,-0.0,0.172358
704,P2:530,25-38+39+73-127-DR-PD1-RO-,CD4,-0.0,0.763539
705,P2:10936,25+38+39-73-DR-PD1+,CD8,-0.0,0.787163
706,P1:9374,28+31-57+95+127+244+RA-,CD8,0.0,0.548051
707,P3:2901,PD1-XR5-,CD4/Naive,-0.0,0.286121
708,P2:2838,38-39+127+PD1+RO-,CD4,-0.0,0.2997
709,P7 Mono:6281,11c+16-64-123+274+DR+,Monocytes,-0.0,0.0322885
710,P5 gd:928,8+28-RA-R7-,Vg9+/Vd2Hi,0.0,0.113318
711,P2:24039,25-38+73-DR+PD1+,DPT,-0.0,0.0144089
712,P2:23065,73-,DPT,-0.0,0.407775
713,P1:20878,27-31-95-RA-,DPT,-0.0,0.369508
714,P3:3161,PD1+R6+XR3+XR5-,CD4/Naive,0.0,0.64645
715,P3:6011,R6+R10+XR3+,CD8/Memory,0.0,0.0903155
716,P7 Mono:1621,11c-16+32+123+141+DR-,Monocytes,-0.0,0.709324
717,P5 gd:534,28+,CD3 T/VD1,0.0,0.231641
718,P1:3559,28+57+95+244-,CD4,-0.0,0.383445
719,P5 gd:1966,27+RA+R5+,Vg9+/Vd2Low,-0.0,0.266596
720,P1:376,27-28-31+57-95-127-244+RA-,DPT,0.0,0.903271
721,P2:25377,127-DR+RO+,DPT,-0.0,0.180095
722,P1:3565,31+57+95+244-,CD4,-0.0,0.510472
723,P5 gd:852,8+27+RA+R5+R7+,CD3 T/VD1,0.0,0.611602
724,P2:8949,25+73-127-PD1+RO-,CD8,-0.0,0.0120717
725,P7 Mono:4205,11c+16+32+64-123+274+,Monocytes,0.0,0.193206
726,P5 gd:82,8-27-28+RA+R5+R7+,Vg9+/Vd2Low,-0.0,0.440712
727,P5 gd:73,8+27-28-RA+R5+R7+,Vg9+/Vd2Hi,0.0,0.0944624
728,P3:8408,161+R4-XR5+,CD8/Naive,0.0,0.120835
729,P1:25355,27-28-31+57-95-127+RA+,DPT,-0.0,0.398735
730,P4:791,CD2-314+334-158a+R7-,16+56-,-0.0,0.435106
731,P1:13028,28+57+95-127-244+RA+,CD8,0.0,0.507654
732,P2:20924,39+73+127-RO-,DPT,0.0,0.115647
733,P2:11563,25+73+127+DR+PD1+,CD8,-0.0,0.591341
734,P1:9134,28-95+244+RA-,CD8,0.0,0.845472
735,P3:4584,PD1+R4+R6-R10+XR3+XR5+,CD4/Naive,0.0,0.327998
736,P2:21615,38+73+127-PD1+RO-,DPT,0.0,0.807792
737,P4:4254,314+158a+R7+,16+56,-0.0,0.482204
738,P6:313,20+24-38+,B cells/CD10-/CD95+/IgG+,-0.0,0.625932
739,P4:3513,CD2+314+334+337+,16+56,-0.0,0.260478
740,P1:21785,27-28+31+57+95+244+RA-,DPT,-0.0,0.63701
741,P3:7720,161+,CD8/Naive,-0.0,0.825838
742,P1:10880,27-28+31-95-127-244+,CD8,-0.0,0.372437
743,P3:2663,161+PD1+R4+R6-XR3-XR5-,CD4/Naive,-0.0,0.412659
744,P2:21961,25+38+39-127+DR+PD1+RO-,DPT,0.0,0.287788
745,P2:26234,25-73+127+DR+PD1+RO+,DPT,-0.0,0.077393
746,P7 Mono:896,11c+16-32+123+141+274-DR-,Monocytes,-0.0,0.0669831
747,P2:9999,38+DR+PD1-,CD8,-0.0,0.489282
748,P2:24131,25+38+39+73-127+DR+PD1+,DPT,0.0,0.617384
749,P2:24078,25-38-39-73+DR+PD1+,DPT,0.0,0.422548
