,feature_name,marker_definition,parent_population,en_betas,p_1
375,P2:206,25+38+39+73+127+DR-PD1-RO+,DPT,0.0,0.745387
376,P3:728,R4-R6-R10-XR5-,CD4/Memory,-0.0,0.209002
377,P1:10342,27+28+31-57+95+127-,CD8,-0.0,0.60813
378,P1:8355,27-28-RA-,CD8,0.0,0.895661
379,P3:8521,PD1-R6+R10+XR5+,CD8/Naive,-0.0,0.111429
380,P3:7150,PD1-R6-R10-XR3+XR5-,CD8/Naive,0.0,0.107634
381,MFI:310,CCR4 Cy7 PE,Lymphs/CD3 T/CD8/Naive/R4,0.0,0.960062
382,P2:11089,25+38+39+73+127+DR-PD1+,CD8,0.0,0.493882
383,P2:9065,39+PD1+RO-,CD8,-0.0,0.00569651
384,P4:3676,CD2-314-334-337-158b+,16+56,-0.0,0.354576
385,P7 Mono:3883,16-32-141-274+,Monocytes,-0.0,0.910303
386,P7 Mono:5410,11c+16+32+64+123+141-DR+,Monocytes,-0.0,0.102859
387,P2:2194,25-38-39+73-127-DR+RO-,CD4,0.0,0.961108
388,P5 gd:571,8+28-RA-R5+,CD3 T/VD1,-0.0,0.165441
389,P3:2128,PD1-R6-R10-XR5+,CD4/Memory,0.0,0.744829
390,P5 gd:918,27-28+RA+R5-R7-,Vg9+/Vd2Hi,-0.0,0.121421
391,P3:2045,PD1-R4+R6+XR3-XR5+,CD4/Memory,0.0,0.695672
392,P2:6128,25-39-127+DR-RO+,CD4,0.0,0.777083
393,P3:1166,161+PD1-R6+R10+XR3+XR5-,CD4/Memory,0.0,0.331213
394,P1:9595,27+28+95+127-244-,CD8,-0.0,0.0470336
395,P1:25498,27+28+31+57+127+RA+,DPT,-0.0,0.325421
396,P2:12893,39-73-127+DR+RO+,CD8,-0.0,0.294008
397,P2:24039,25-38+73-DR+PD1+,DPT,-0.0,0.0116852
398,P4:4419,CD2+314+334-337+158b+R7+,16+56,0.0,0.304076
399,P2:6864,25+38-73+127+DR-PD1+RO+,CD4,0.0,0.126544
400,P1:3573,27-31-57-95-127+244-,CD4,0.0,0.171602
401,P1:768,27+28+31-57+95-127-244+RA-,DPT,0.0,0.0406959
402,P2:3031,38+73-127+DR+PD1+RO-,CD4,0.0,0.506177
403,P2:25989,25-38-127+PD1+RO+,DPT,0.0,0.407447
404,P2:4058,25+38-39-73-127-,CD4,0.0,0.797325
405,P3:3563,161+PD1-R4-R6-,CD4/Naive,0.0,0.497508
406,P2:25160,25-73+127-RO+,DPT,-0.0,0.893092
407,P7 Mono:4129,32-274+,Monocytes,0.0,0.921497
408,P1:12604,27-RA+,CD8,-0.0,0.997816
409,P5 gd:1440,8-27-RA+R7+,Vg9+/Vd2Hi,-0.0,0.345424
410,P1:24597,27+28-95+244-RA+,DPT,-0.0,0.0648762
411,P5 CD8:80,27-RA-R5+R7-,CD8,-0.0,0.294611
412,P2:25486,25+73+DR+RO+,DPT,-0.0,0.763669
413,P1:20293,28+31-57+244-RA-,DPT,-0.0,0.543263
414,P1:4464,27-31-57-95+127+,CD4,-0.0,0.675325
415,P1:4130,27+28-31+57+95-,CD4,-0.0,0.874487
416,P3:5941,161-PD1+R4+R6+XR3+,CD8/Memory,0.0,0.432064
417,P5 gd:1946,8+28+R5+,Vg9+/Vd2Low,0.0,0.628623
418,P3:1781,161-PD1-XR3+,CD4/Memory,0.0,0.127869
419,P1:25569,28+57+95+127+RA+,DPT,-0.0,0.895128
420,P3:2033,PD1+R4-R6+XR3-XR5+,CD4/Memory,0.0,0.382152
421,P1:7509,27+95+127-244-RA-,CD8,-0.0,0.0461321
422,P1:21843,57+95-127+244+RA-,DPT,0.0,0.24255
423,P2:10637,25-38+39-127-DR+,CD8,-0.0,0.967853
424,P2:5160,25-38+39+DR+PD1+,CD4,-0.0,0.953236
425,P2:22324,38-39-73-PD1-,DPT,-0.0,0.974481
426,P2:9139,25-38+127+PD1+RO-,CD8,-0.0,0.0520406
427,P3:4004,PD1-R4+R10-XR3-XR5+,CD4/Naive,0.0,0.676079
428,P1:3572,27+28-31-57-95-127+244-,CD4,-0.0,0.387845
429,P1:25537,27+28-95+127+RA+,DPT,-0.0,0.541137
430,P3:8295,161-PD1-R4-R6-R10-XR5+,CD8/Naive,-0.0,0.650777
431,P2:6057,DR-RO+,CD4,0.0,0.826686
432,P3:6984,161+PD1-R4-R6-XR5-,CD8/Naive,0.0,0.750697
433,P4:210,2-314+334-337-158a-158b+R7+,16+56,-0.0,0.251072
434,P1:25243,27+57+RA+,DPT,-0.0,0.149293
435,P1:702,27+28-31+57+95+127+244-RA+,CD8,-0.0,0.0524246
436,P2:25325,25-38+73+127+RO+,DPT,0.0,0.646027
437,P5 CD8:242,27+RA+R5+R7+,CD8,0.0,0.0191599
438,P1:7249,27+28-57+127+244+RA+,CD4,-0.0,0.776347
439,P2:7343,25+38+73-127-DR-PD1-RO-,CD8,-0.0,0.620321
440,P3:4794,161+R4+R6-R10+XR3-XR5-,CD8/Memory,0.0,0.954478
441,P1:7569,28-31-95-244-RA-,CD8,0.0,0.775371
442,P3:1511,161-PD1-R6-,CD4/Memory,-0.0,0.589898
443,P3:828,161+R4+R6-XR5-,CD4/Memory,0.0,0.998266
444,P4:4425,CD2+337+158b+R7+,16+56,0.0,0.51936
445,P2:10145,25-38-39-127-DR-,CD8,-0.0,0.954003
446,P7 Mono:3543,11c-64-123-141+,Monocytes,-0.0,0.0088179
447,P1:23998,28-31-57+95-127+244+,DPT,0.0,0.0966082
448,P7 Mono:1931,11c-16+64+123-274+DR-,Monocytes,-0.0,0.450069
449,P4:4377,CD2+314-334+337-158b+R7+,16+56,-0.0,0.234551
450,P1:23066,27+57-,DPT,-0.0,0.144321
451,P2:6209,25-39-127-RO+,CD4,0.0,0.870176
452,P3:2340,161-PD1+R4-R6+R10+XR5+,CD4/Memory,-0.0,0.70537
453,P1:22879,28+57+127-,DPT,-0.0,0.0938271
454,P1:10530,28+31-57-95+,CD8,-0.0,0.119682
455,P3:7436,161-PD1-R4-R6-XR3-,CD8/Naive,-0.0,0.133954
456,P7 Mono:4704,64+123+141-274-DR+,Monocytes,-0.0,0.00451929
457,P2:23488,39-127-DR-PD1+,DPT,0.0,0.377948
458,P1:1018,27+28-31+57+95-127+244-RA-,CD8,0.0,
459,P6:242,20-27-38+,B cells/CD10-/CD95+/IgA,0.0,0.877584
460,P1:23676,27-31-57+95+127-244+,DPT,0.0,0.0173789
461,P3:5497,161-R10+XR3-,CD8/Memory,-0.0,0.11984
462,P1:21331,27-28+31+57+95+127+RA-,DPT,-0.0,0.34102
463,P3:5521,161-PD1-R6+R10+XR3-,CD8/Memory,-0.0,0.378548
464,P2:9638,25-38+39-73-127-PD1-,CD8,-0.0,0.65075
465,P3:7827,R6+R10+,CD8/Naive,-0.0,0.387756
466,P2:22092,25-73-DR-PD1-,DPT,0.0,0.270723
467,P2:25756,25+38-127+DR-PD1+RO+,DPT,0.0,0.507143
468,P2:8527,38-39+127-DR+RO-,CD8,-0.0,0.201413
469,P2:21608,25-38-73+127-PD1+RO-,DPT,0.0,0.292365
470,P1:6859,31-57+95+127-244+RA+,CD4,0.0,0.0429323
471,P1:10561,27+28-95+,CD8,-0.0,0.153424
472,P7:2,32-64-274-,14-/11c+ (nodim)/XPres,0.0,0.520746
473,P7:260,32-,14-/PDC,0.0,0.305073
474,P1:6231,28+31+95-RA+,CD4,0.0,0.397789
475,P2:25763,25-38-39+127+DR-PD1+RO+,DPT,-0.0,0.879127
476,P2:2128,25-38+39-127+RO-,CD4,0.0,0.389897
477,P2:5757,127-DR+PD1-RO+,CD4,0.0,0.179491
478,,,,0.0,
479,P2:4869,25-39-73-PD1+,CD4,0.0,0.752939
480,P1:21646,27+28-31+57-244+RA-,DPT,0.0,0.142954
481,P1:7691,27-28+57+244-RA-,CD8,-0.0,0.0912987
482,P2:9326,39-73-127+DR+PD1+RO-,CD8,-0.0,0.342633
483,P5 gd:1002,27+28+RA+R7-,Vg9+/Vd2Hi,-0.0,0.472644
484,P2:22422,25-38-39+73-127+PD1-,DPT,-0.0,0.430414
485,P1:5390,27-28-31-57+127-244-RA+,CD4,0.0,0.570438
486,P3:3875,161+PD1+R6+XR3+,CD4/Naive,-0.0,0.651574
487,P4:2641,CD2-314-337+158a+158b-R7-,16+56,-0.0,0.580249
488,P1:21759,28+31+95+244+RA-,DPT,-0.0,0.744062
489,P2:22048,39+127-DR-PD1-,DPT,-0.0,0.108169
490,P2:11222,25-38+39+PD1+,CD8,-0.0,0.225525
491,P7 Mono:2271,16-32-123+141+274+DR-,Monocytes,-0.0,0.176339
492,P2:11337,39-73-127-DR+PD1+,CD8,-0.0,0.668999
493,P2:11870,25+38-39-73-PD1-RO+,CD8,-0.0,0.110801
494,P1:4921,28-31-57+244+,CD4,0.0,0.0296375
495,P1:7137,28+31+57-95-127+244+RA+,CD4,-0.0,0.940569
496,P2:8825,25-38-DR-PD1+RO-,CD8,-0.0,0.121825
497,P3:6141,161-PD1+R4+XR3-XR5+,CD8/Memory,-0.0,0.252161
498,P2:2516,25+39-DR-PD1+RO-,CD4,-0.0,0.434042
499,P3:5112,161+PD1+R4-R10-XR3+XR5-,CD8/Memory,0.0,0.15768
500,P3:5320,161-PD1+R4+R6-R10-XR3-,CD8/Memory,0.0,0.82039
501,P3:5465,PD1+R4-R6-R10+XR3-,CD8/Memory,-0.0,0.291263
502,P1:20705,28-31+57-127-RA-,DPT,0.0,0.207654
503,P3:3014,161-PD1+R6+R10+XR5-,CD4/Naive,-0.0,0.188519
504,P2:23572,38+39-DR-PD1+,DPT,0.0,0.239745
505,P1:6809,28+31+57+127-244+RA+,CD4,-0.0,0.417733
506,P2:22468,38-73+127+PD1-,DPT,0.0,0.492463
507,P2:7650,38-39-PD1-RO-,CD8,0.0,0.164761
508,P4:2575,CD2-337+158b-R7-,16+56,-0.0,0.26518
509,P2:3491,25+38-39-73-127+PD1-,CD4,-0.0,0.765523
510,P3:6630,161-PD1-R6-R10+XR3+XR5+,CD8/Memory,-0.0,0.147671
511,P1:11106,28+57-95-244+,CD8,-0.0,0.620328
512,P1:25320,28-57+95+RA+,DPT,0.0,0.0269188
513,P1:1209,28-31+95+127-244-RA-,CD4,-0.0,0.886975
514,P2:22566,25-38-39-73-DR+PD1-,DPT,0.0,0.334063
515,P1:6591,28+31-57-95+127+RA+,CD4,-0.0,0.293929
516,P1:9006,27+28+57+95-244+RA-,CD8,-0.0,0.320965
517,P4:4327,314+158a-158b+R7+,16+56,-0.0,0.143426
518,P1:2151,27+28-31-57+95+RA-,CD4,0.0,0.903107
519,P1:3737,27+31-57-95+127+244-,CD4,-0.0,0.89355
520,P1:4513,28+31+95+127+,CD4,0.0,0.703258
521,P2:2470,25-38-73+127-DR-PD1+RO-,CD4,-0.0,0.493218
522,P1:23174,27+95+,DPT,-0.0,0.0177787
523,P7 Mono:6481,11c+16-64+141+274+DR+,Monocytes,-0.0,0.267007
524,P4:4426,CD2-314+337+158b+R7+,16+56,0.0,0.827508
525,P5 gd:685,27-28+R5-R7+,CD3 T/VD1,-0.0,0.267283
526,P2:24644,38+39-73-127-DR+PD1-RO+,DPT,-0.0,0.106589
527,P2:6982,38+39+73-PD1+RO+,CD4,-0.0,0.950221
528,P7:235,274-,14-/mDC/XPres,0.0,0.4167
529,P1:5466,27+31-57+95+127-244-RA+,CD4,-0.0,0.790796
530,P1:6913,28-95-244+RA+,CD4,0.0,0.203983
531,P5 gd:1623,8+27+28-R7-,Vg9+/Vd2Low,0.0,0.282475
532,P2:10700,25-38+73-DR+,CD8,-0.0,0.550948
533,P3:2305,PD1+R4+R6-R10+XR5+,CD4/Memory,0.0,0.884501
534,P4:4767,CD2+314+334+158a-R7-,56+16-,-0.0,0.145375
535,P5 CD8:56,RA-R7-,CD8,-0.0,0.0493591
536,P3:7993,161+PD1+R6+XR3+,CD8/Naive,-0.0,0.828676
537,P2:23685,25-73+127+DR-PD1+,DPT,0.0,0.401674
538,P2:22053,25-38-39-73+127-DR-PD1-,DPT,0.0,0.673004
539,P2:10346,25-73+127+DR-,CD8,0.0,0.0527713
540,P7 Mono:4324,16-64+123-141+274+,Monocytes,-0.0,0.201212
541,P3:4322,PD1-R6+XR5+,CD4/Naive,0.0,0.525217
542,P2:11671,25-39-DR-PD1-RO+,CD8,-0.0,0.0958703
543,P4:3134,314+334+337-158a-158b-,16+56,0.0,0.244271
544,P1:2406,27+57+95+127+RA-,CD4,0.0,0.946017
545,P4:3648,CD2+314+334+158a-158b+,16+56,0.0,0.763944
546,P3:5971,161-PD1-R4-R10+XR3+,CD8/Memory,0.0,0.102147
547,P2:21819,25-127-DR+PD1+RO-,DPT,0.0,0.423773
548,P7 Mono:3579,11c-32+123-141+,Monocytes,0.0,0.712543
549,P3:5008,R4-R6-R10+XR5-,CD8/Memory,0.0,0.597705
550,P7 Mono:4386,11c-16-32+141+274+,Monocytes,-0.0,0.699302
551,P1:2446,27+28+31-95-127-244+RA-,CD4,0.0,0.754434
552,P4:4773,CD2+334-337+158a-R7-,56+16-,-0.0,0.0908325
553,P2:2082,25+73+RO-,CD4,-0.0,0.328451
554,P7 Mono:1949,11c-16+32-64-274+DR-,Monocytes,-0.0,0.723557
555,P2:24856,25+39-73-127-DR-RO+,DPT,-0.0,0.148104
556,P3:8633,161-R4-XR3+XR5+,CD8/Naive,-0.0,0.891094
557,P7 Mono:2991,11c-16-32-123+141+274-,Monocytes,-0.0,0.181068
558,P1:12958,27-28+57+95+127+RA+,CD8,0.0,0.679702
559,P2:8299,38+39-73+127-RO-,CD8,-0.0,0.916086
560,P3:4344,161+R4-R6-R10+XR5+,CD4/Naive,-0.0,0.972983
561,P5 gd:1669,27-28-RA-R5+R7-,Vg9+/Vd2Low,0.0,0.538927
562,P7 Mono:1780,16-64+141-274+DR-,Monocytes,-0.0,0.189388
563,P3:135,161+PD1+R4-R6+R10-XR3+XR5-,CD4/Memory,0.0,0.841185
564,P2:3758,25+38+39+73-127+DR+PD1-,CD4,-0.0,0.858227
565,P1:24874,27+31+57-95-127-RA+,DPT,0.0,0.528158
566,P2:8026,39-127-DR-RO-,CD8,-0.0,0.775382
567,P3:3400,PD1-R4-R6-R10+XR3-,CD4/Naive,0.0,0.563379
568,P2:8910,25-39+127+DR-PD1+RO-,CD8,-0.0,0.0595192
569,P2:4534,38-39+73+127+DR+,CD4,-0.0,0.75732
570,P7 Mono:4473,11c-16+32+123+141+274+,Monocytes,-0.0,0.187371
571,P2:408,25-38-39-73+127-DR+PD1+RO-,DPT,0.0,0.0439257
572,P1:20194,28+95-244-RA-,DPT,-0.0,0.762764
573,P2:552,25+38-39-73+127+DR-PD1+RO-,CD8,-0.0,0.454553
574,P2:583,25+38-39-73-127-DR+PD1-RO-,DPT,-0.0,0.476637
575,P7 Mono:2732,11c+16-64-123+274-,Monocytes,-0.0,0.370655
576,P1:6899,27+31+57-95-244+RA+,CD4,-0.0,0.995056
577,P2:25469,25-38+39+DR+RO+,DPT,-0.0,0.0747104
578,P1:8531,27+31+95-127+RA-,CD8,-0.0,0.754309
579,P2:6812,25-39-73-127+DR-PD1+RO+,CD4,0.0,0.542259
580,P1:4942,31+57+244+,CD4,0.0,0.445443
581,P1:22712,27+28-57+95+127+244-,DPT,-0.0,0.594799
582,P2:9452,25-38-73+127-DR-PD1-,CD8,0.0,0.417781
583,P2:24466,25-38+73+127-PD1-RO+,DPT,-0.0,0.319102
584,P7 Mono:4105,16+32-64-274+,Monocytes,0.0,0.0412706
585,P1:11770,31-57+95+127-244-RA+,CD8,-0.0,0.429513
586,P3:3975,R6-R10-XR3-XR5+,CD4/Naive,0.0,0.33257
587,P7 Mono:5654,11c-16-32-64-123-141+DR+,Monocytes,-0.0,0.905239
588,P2:11687,38-39+DR-PD1-RO+,CD8,-0.0,0.47404
589,P1:2938,27-28-31-57-127+244+RA-,CD4,-0.0,0.837535
590,P2:5637,25+38-39+73+PD1-RO+,CD4,0.0,0.87574
591,P2:4692,25-38+73+DR-PD1+,CD4,0.0,0.452085
592,P7 Mono:4043,11c+16+32+64-123-274+,Monocytes,0.0,0.123051
593,P7 Mono:746,16+123-141+274-DR-,Monocytes,-0.0,0.225828
594,P2:6249,38+73+127-RO+,CD4,0.0,0.295929
595,P1:26034,28-31-57-95-127+244+RA+,DPT,-0.0,0.755442
596,P1:4823,27+28-95-244+,CD4,0.0,0.682007
597,P1:9580,27+28-31-95+127-244-,CD8,-0.0,0.134399
598,P1:9711,28+31+57+95-244-,CD8,-0.0,0.117944
599,P3:6244,161+PD1+R4-R6-R10-XR5+,CD8/Memory,0.0,0.177199
600,P1:11868,27-28-31-57-244-RA+,CD8,-0.0,0.313031
601,P4:4275,314-337+158a+R7+,16+56,0.0,
602,P1:7746,28+95+244-RA-,CD8,-0.0,0.121382
603,P1:8178,27-31+57-95+127-RA-,CD8,-0.0,0.575737
604,P3:4387,161-R4+R10+XR5+,CD4/Naive,0.0,0.102204
605,P2:9860,25-73+127+PD1-,CD8,0.0,0.0566249
606,P2:8391,25-38-39+73+RO-,CD8,0.0,0.932777
607,P4:3200,314-337-158b-,16+56,-0.0,0.199589
608,P1:12522,27+28-95-RA+,CD8,0.0,0.146474
609,P2:5341,25+39-73-DR-PD1-RO+,CD4,0.0,0.537728
610,P2:9957,38-39-73-DR+PD1-,CD8,0.0,0.149993
611,P1:9262,28-31+57-127+244+RA-,CD8,0.0,0.598392
612,P1:3322,31+57+95+127-244-,CD4,-0.0,0.559376
613,P1:26212,95+127+244+RA+,DPT,0.0,0.241995
614,P1:2688,31-57+95-244+RA-,CD4,0.0,0.246051
615,P2:10413,38+39+127-,CD8,-0.0,0.072586
616,P1:23866,31-57-95+244+,DPT,0.0,0.314703
617,P2:24074,25+39+DR+PD1+,DPT,-0.0,0.522647
618,P3:7355,161-PD1-R4-R6-R10-XR3-,CD8/Naive,-0.0,0.134484
619,P5 gd:38,8-27+28+RA+R5-R7+,Vg9+/Vd2Hi,0.0,0.694799
620,P2:24311,25-38+39-73+DR-PD1-RO+,DPT,-0.0,0.879374
621,P2:8981,38-39+127-PD1+RO-,CD8,-0.0,0.00106765
622,P1:5553,27+28+57+95-244-RA+,CD4,-0.0,0.630041
623,P3:1524,R4+R6-,CD4/Memory,0.0,0.185342
624,P1:13573,27+31-57-95+127+244+RA+,CD8,-0.0,0.103357
625,P2:10998,38+73+DR-PD1+,CD8,0.0,0.980866
626,P4:4706,CD2-314+337+158a+158b-R7-,56+16-,0.0,0.136006
627,P2:20269,38-PD1-RO-,DPT,0.0,0.1511
628,P1:22121,27+127-244-,DPT,-0.0,0.00606089
629,P7 Mono:1986,16+274+DR-,Monocytes,0.0,0.161478
630,P2:11016,38+39-73-127+DR-PD1+,CD8,-0.0,0.0233758
631,P2:26101,25+38-39-73-DR+PD1+RO+,DPT,0.0,0.860794
632,P1:23730,27-31-95-244+,DPT,0.0,0.14887
633,P2:6891,25-38+73-127-PD1+RO+,CD4,0.0,0.691178
634,P4:2720,CD2+314-337+158a-R7-,16+56,-0.0,0.0313709
635,P7 Mono:1480,11c-16-32+64+123-141+DR-,Monocytes,-0.0,0.711943
636,P3:8215,161-R6+XR3-XR5+,CD8/Naive,-0.0,0.622658
637,P2:9661,25+38-39-127-PD1-,CD8,-0.0,0.0912105
638,P2:12175,25+38+39+73+DR+PD1-RO+,CD8,0.0,0.984517
639,P2:5106,25-38+39+73+127-DR+PD1+,CD4,-0.0,0.847758
640,P2:12730,25-39-73-127-DR+RO+,CD8,-0.0,0.767567
641,P2:20782,25-38+73-127+DR-RO-,DPT,-0.0,0.702204
642,P1:22492,28+31-57-95-127+244-,DPT,-0.0,0.69435
643,P2:7986,25+73+127+DR+PD1-RO-,CD8,-0.0,0.583508
644,P1:10703,27-28-31+57-127+,CD8,0.0,0.666942
645,P1:12965,31+57+95+127+RA+,CD8,0.0,0.668137
646,P1:22391,27+57+244-,DPT,-0.0,0.0231401
647,P3:7152,161-R6-R10-XR3+XR5-,CD8/Naive,0.0,0.112443
648,P3:7183,161+PD1-R4+R10-XR3+XR5-,CD8/Naive,-0.0,0.786392
649,P1:12367,27-28-31+127-RA+,CD8,-0.0,0.40466
650,P2:7797,25+38+73-127-DR+PD1-RO-,CD8,-0.0,0.344704
651,P1:6567,28-57+127+RA+,CD4,0.0,0.0249853
652,P7 Mono:3951,11c-16+64-123+141-274+,Monocytes,-0.0,0.944972
653,P1:22137,27-31-57+127-244-,DPT,0.0,0.629028
654,P7 Mono:6006,11c+16+141-274+DR+,Monocytes,-0.0,0.0308856
655,P2:2161,25-73+127+RO-,CD4,0.0,0.306425
656,P2:6641,25-39-73+127+DR+RO+,CD4,0.0,0.689537
657,P2:8218,38+39-73+127+DR-RO-,CD8,0.0,0.0137891
658,P2:10131,73-127-DR-,CD8,-0.0,0.570063
659,P7 Mono:21,11c-16-32-64+123-141-274+DR+,Monocytes,0.0,0.336159
660,P2:12185,73-127+DR+PD1-RO+,CD8,-0.0,0.325689
661,P1:20186,27+28+31-95-244-RA-,DPT,-0.0,0.534627
662,P1:9474,31-57-127-244-,CD8,-0.0,0.260741
663,P7 Mono:3737,11c+16+123+141+,Monocytes,-0.0,0.0754837
664,P1:461,27+28-31+57-95+127+244-RA-,DPT,-0.0,0.882264
665,P3:1726,161+PD1+R4-R6+R10-XR3+,CD4/Memory,0.0,0.830352
666,P1:4326,27-28-31-95-127+,CD4,0.0,0.13482
667,P4:3834,CD2+334+337+158a+158b+,16+56,-0.0,0.921609
668,P1:8679,27-28-95+127+RA-,CD8,0.0,0.602348
669,P1:24096,27-28-31+57+127+244+,DPT,0.0,0.160379
670,P2:10647,38+127-DR+,CD8,-0.0,0.678569
671,P3:5882,PD1-R4+R6-XR3+,CD8/Memory,0.0,0.256412
672,P3:1686,R4+R6-R10-XR3+,CD4/Memory,0.0,0.132263
673,P1:6709,28+31+95-127-244+RA+,CD4,-0.0,0.666352
674,P1:13178,31+57+95+127-244+RA+,CD8,-0.0,0.733383
675,P2:5209,38-39+73-127+DR+PD1+,CD4,0.0,0.35731
676,P1:25454,27-28-127+RA+,DPT,0.0,0.161058
677,P1:20402,27-57-95-127+244-RA-,DPT,-0.0,0.659101
678,P1:23194,28+31-57+95+,DPT,0.0,0.855766
679,P7 Mono:3409,*,Monocytes,-0.0,0.0476463
680,P4:146,2-314+334+337-158a+158b-R7+,56+16-,0.0,0.697496
681,P7 Mono:120,11c-16+32+64-123-141-274+DR-,Monocytes,0.0,0.892671
682,P3:4493,161+PD1+R4-R6-XR3+XR5+,CD4/Naive,0.0,0.959011
683,P6 earlyB:213,24-27+D+,IgA-IgG-,-0.0,0.260532
684,P1:1326,27-28-57-244-RA-,CD4,-0.0,0.820645
685,P7 Mono:2654,11c+64-274-,Monocytes,0.0,0.597766
686,P7 Mono:1458,11c+32+123-141+DR-,Monocytes,-0.0,0.622678
687,P7 Mono:841,11c+16-64+141+274-DR-,Monocytes,-0.0,0.137548
688,P1:6506,27-31-57-127+RA+,CD4,0.0,0.349201
689,P2:10966,25+38-DR-PD1+,CD8,-0.0,0.782086
690,P1:6208,27+28-31-95-RA+,CD4,-0.0,0.344968
691,P1:991,27-28-31-57+95-127+244-RA-,CD8,-0.0,0.933097
692,P2:7751,25-39+127+PD1-RO-,CD8,-0.0,0.403109
693,P4:2925,CD2+314+334-158a-158b+R7-,16+56,0.0,0.648506
694,P4:5658,334-337-158a-158b+,56+16-,-0.0,0.13031
695,P1:1860,27+28+31-57-95+127-RA-,CD4,-0.0,0.403054
696,P1:24694,27-57+95-127+244-RA+,DPT,-0.0,0.863218
697,MFI:502,CD4 QD605,Lymphs/T cells/CD4/25,-0.0,0.832814
698,P2:24748,38+DR+PD1-RO+,DPT,-0.0,0.135102
699,P4:197,2-314+334+337+158a-158b+R7-,56+16-,0.0,0.260233
700,P1:9815,27-31+57-95+244-,CD8,-0.0,0.237384
701,P1:767,27-28-31-57+95+127+244-RA-,CD8,0.0,0.101221
702,P2:4735,39-127+DR-PD1+,CD4,0.0,0.611678
703,P6:234,20+24-27+,B cells/CD10-/CD95+/IgA,-0.0,0.202707
704,P2:12006,25-39-73+127+PD1-RO+,CD8,-0.0,0.571147
705,P2:2850,39-73+127+PD1+RO-,CD4,-0.0,0.919282
706,P2:5618,38-39-73+PD1-RO+,CD4,0.0,0.664141
707,P3:2516,R6-R10+XR3+XR5+,CD4/Memory,0.0,0.663638
708,P3:5511,161+PD1+R4+R10+XR3-,CD8/Memory,-0.0,0.391087
709,P1:4860,27-31+57+95-244+,CD4,0.0,0.340018
710,P1:4423,28+127+,CD4,0.0,0.895083
711,P2:22853,25+38+DR-,DPT,-0.0,0.0570078
712,,,,-0.0,
713,P7 Mono:1118,16+32-123+141-DR-,Monocytes,-0.0,0.415432
714,P4:2843,CD2+314+334+337-158a+R7-,16+56,-0.0,0.806358
715,P2:10496,25-38-39-73+,CD8,0.0,0.148151
716,P1:8576,27+57-127+RA-,CD8,-0.0,0.202985
717,P2:4696,38-39+73+DR-PD1+,CD4,0.0,0.517543
718,P1:4378,28+31+57+95-127+,CD4,-0.0,0.508888
719,P1:11898,27-31-244-RA+,CD8,-0.0,0.44926
720,P7 Mono:1410,11c+16-32-64-123-141+DR-,Monocytes,-0.0,0.0447217
721,P3:3276,161-R10-XR3-,CD4/Naive,-0.0,0.370825
722,P2:24435,25+38-127-PD1-RO+,DPT,-0.0,0.0273825
723,P2:22925,25+38+39-127+DR-,DPT,-0.0,0.0381481
724,P1:2520,27-28-127-244+RA-,CD4,-0.0,0.767367
725,P7 Mono:5308,11c+32-64+141-DR+,Monocytes,-0.0,0.0014353
726,P1:22937,27+28-31+95+127-,DPT,0.0,0.508641
727,P1:7451,27+28-31-57+127-244-RA-,CD8,-0.0,0.0333487
728,P3:3937,PD1+R4+R10+XR3+,CD4/Naive,0.0,0.0868331
729,P1:3195,27-31-127-244-,CD4,0.0,0.96303
730,P3:1704,R10-XR3+,CD4/Memory,0.0,0.113383
731,P2:12790,25-38-73+127-DR+RO+,CD8,0.0,0.328996
732,P3:1185,PD1+R4-R6-R10-XR3-,CD4/Memory,-0.0,0.725943
733,P1:9814,27+28-31+57-95+244-,CD8,-0.0,0.112671
734,P1:1118,28-31-127-244-RA-,CD4,0.0,0.821531
735,P1:23011,95-,DPT,0.0,0.23445
736,P1:5706,27+28+31-57+95+244-RA+,CD4,-0.0,0.209964
737,P4:4094,CD2-314-334+158a-R7+,16+56,-0.0,0.720442
738,P1:25883,27+28-57-244+RA+,DPT,-0.0,0.837431
739,P2:3325,38+39+73+127+DR-PD1-,CD4,-0.0,0.448194
740,P2:13272,38-73-PD1+RO+,CD8,0.0,0.715153
741,P1:3538,31+95+244-,CD4,0.0,0.854532
742,P1:8560,28+31+57+95-127+RA-,CD8,0.0,0.845605
743,P2:4028,25+38+39+127+DR-,CD4,-0.0,0.280188
744,P2:8197,127+DR-RO-,CD8,0.0,0.121193
745,P2:9663,39-127-PD1-,CD8,-0.0,0.929264
746,P1:1002,27+28+31-57+95-127-244+RA+,CD4,0.0,0.851556
747,P7 Mono:1749,11c-16+32-141-274+DR-,Monocytes,-0.0,0.429616
748,P2:696,25+38-39+73-127+DR-PD1+RO+,CD4,-0.0,0.907575
749,P4:3784,CD2-314-334-158a+158b+,16+56,-0.0,0.13914
750,P2:23641,39+73-127+DR-PD1+,DPT,-0.0,0.489918
751,P2:5793,25-39-73-DR+PD1-RO+,CD4,-0.0,0.392626
752,P2:6617,25-38+39-127+DR+RO+,CD4,-0.0,0.185126
753,P2:23952,25-38-73-127-DR+PD1+,DPT,-0.0,0.946577
754,P3:1343,161-R4-R6-R10+XR3-,CD4/Memory,0.0,0.788467
755,P2:25285,25+38-39-127+RO+,DPT,-0.0,0.302438
